gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Credit card (automatic),20.35
Male,1,Yes,No,Yes,Yes,2,No,No,No,No,No,Yes,1,Yes,Credit card (automatic),85.25
Male,0,No,No,Yes,Yes,0,Yes,Yes,Yes,Yes,No,No,2,No,Electronic check,67.45
Female,0,No,No,Yes,No,2,Yes,Yes,No,No,Yes,Yes,2,Yes,Electronic check,100.3
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,20.95
Female,0,No,No,Yes,Yes,2,Yes,No,Yes,No,Yes,Yes,1,Yes,Electronic check,105.2
Male,0,No,Yes,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,26.35
Male,1,Yes,No,Yes,Yes,2,No,Yes,No,No,No,No,1,Yes,Electronic check,82.15
Male,0,Yes,Yes,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,1,Yes,Credit card (automatic),102.6
Female,0,Yes,Yes,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,2,Yes,Electronic check,106.15
Male,0,Yes,Yes,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,Mailed check,23.95
Male,0,Yes,No,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Bank transfer (automatic),115.8
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,Mailed check,19.45
Female,0,No,No,Yes,No,0,No,No,No,No,Yes,Yes,1,Yes,Electronic check,66.85
Male,0,Yes,No,Yes,Yes,2,No,Yes,No,No,No,Yes,2,Yes,Credit card (automatic),90.35
Female,0,No,No,Yes,Yes,2,Yes,Yes,No,Yes,No,No,2,Yes,Electronic check,89.85
Female,0,Yes,Yes,Yes,Yes,0,No,Yes,Yes,Yes,Yes,No,0,No,Mailed check,73.35
Female,0,Yes,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,19.6
Male,1,Yes,No,Yes,No,2,Yes,No,Yes,Yes,Yes,Yes,2,Yes,Bank transfer (automatic),104.45
Female,0,Yes,No,No,No phone service,0,No,Yes,No,Yes,No,No,2,No,Mailed check,35.45
Female,1,Yes,No,Yes,No,2,No,Yes,Yes,No,No,Yes,1,No,Bank transfer (automatic),88.4
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,20.35
Female,0,No,No,Yes,No,2,No,No,No,No,No,No,1,No,Bank transfer (automatic),70.5
Male,1,No,No,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Credit card (automatic),25.1
Male,0,Yes,No,No,No phone service,0,No,No,No,Yes,Yes,No,0,Yes,Bank transfer (automatic),39.0
Male,0,Yes,No,Yes,No,0,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Credit card (automatic),83.25
Male,0,No,No,Yes,No,2,Yes,No,No,No,No,No,1,No,Bank transfer (automatic),74.3
Male,0,Yes,No,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,2,No,Bank transfer (automatic),115.8
Male,0,Yes,Yes,Yes,No,0,Yes,No,No,Yes,No,No,1,No,Electronic check,54.3
Male,0,No,Yes,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Yes,Mailed check,24.8
Female,0,No,No,Yes,No,0,No,Yes,No,No,No,No,1,No,Electronic check,50.45
Female,1,No,No,Yes,No,2,No,Yes,No,No,No,Yes,1,Yes,Electronic check,86.0
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,19.55
Male,1,No,No,Yes,Yes,2,Yes,Yes,No,No,Yes,Yes,1,Yes,Bank transfer (automatic),103.5
Female,0,No,No,Yes,No,2,No,Yes,No,Yes,Yes,No,1,No,Electronic check,91.7
Female,0,Yes,No,Yes,Yes,0,No,No,No,Yes,Yes,No,2,Yes,Bank transfer (automatic),64.85
Female,1,No,No,Yes,Yes,2,No,Yes,No,No,Yes,Yes,1,Yes,Credit card (automatic),99.65
Female,0,Yes,Yes,Yes,No,0,Yes,Yes,Yes,No,No,Yes,0,No,Credit card (automatic),68.75
Female,1,Yes,No,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,2,Yes,Electronic check,106.25
Female,0,No,No,Yes,Yes,2,No,No,No,No,No,No,1,Yes,Electronic check,75.9
Female,0,No,No,Yes,Yes,2,No,No,No,No,Yes,Yes,1,No,Electronic check,94.4
Male,1,Yes,No,Yes,Yes,2,No,No,No,No,No,Yes,1,Yes,Electronic check,84.1
Male,0,Yes,No,Yes,No,0,No,No,Yes,No,No,No,1,Yes,Mailed check,49.55
Male,0,Yes,No,Yes,Yes,0,No,No,Yes,No,Yes,Yes,2,Yes,Electronic check,73.0
Male,0,No,No,Yes,Yes,2,No,No,No,No,Yes,No,1,Yes,Electronic check,85.25
Male,0,No,Yes,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Credit card (automatic),25.6
Female,0,No,No,Yes,No,2,No,Yes,No,No,No,No,1,No,Electronic check,74.35
Male,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,19.45
Female,1,No,No,Yes,Yes,2,No,No,No,No,No,Yes,1,Yes,Electronic check,84.45
Female,1,No,No,Yes,Yes,2,No,No,No,No,No,No,1,Yes,Electronic check,74.55
Female,0,No,No,Yes,No,0,No,Yes,No,No,No,No,1,No,Mailed check,49.2
Female,0,No,No,Yes,No,0,No,No,Yes,Yes,No,Yes,1,No,Mailed check,64.1
Male,0,Yes,Yes,Yes,No,2,No,Yes,Yes,Yes,Yes,Yes,2,Yes,Bank transfer (automatic),103.4
Male,0,No,No,Yes,No,2,No,No,Yes,No,No,No,1,Yes,Electronic check,73.8
Male,0,No,No,Yes,No,2,No,No,Yes,No,No,No,1,Yes,Electronic check,74.9
Male,0,Yes,Yes,Yes,Yes,2,Yes,Yes,No,No,Yes,No,1,Yes,Electronic check,94.4
Female,1,No,No,Yes,No,2,No,No,No,No,No,No,1,No,Electronic check,70.75
Female,0,Yes,Yes,Yes,No,0,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,Mailed check,87.2
Female,1,Yes,No,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Credit card (automatic),115.75
Female,0,No,Yes,Yes,No,0,Yes,No,No,Yes,No,No,1,No,Electronic check,54.5
Female,0,No,No,Yes,No,0,No,Yes,No,No,Yes,No,1,Yes,Electronic check,59.0
Female,0,Yes,Yes,No,No phone service,0,Yes,No,Yes,No,No,No,2,No,Credit card (automatic),35.4
Male,0,Yes,No,Yes,No,0,Yes,Yes,No,Yes,No,No,0,Yes,Mailed check,61.35
Female,0,Yes,Yes,Yes,Yes,2,Yes,Yes,Yes,No,Yes,Yes,0,No,Credit card (automatic),109.55
Male,0,No,No,Yes,Yes,2,No,Yes,No,No,Yes,Yes,1,Yes,Electronic check,99.8
Male,0,Yes,No,Yes,No,2,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Credit card (automatic),110.1
Female,0,No,No,Yes,Yes,2,No,No,No,No,No,Yes,1,Yes,Mailed check,85.45
Female,0,Yes,No,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Credit card (automatic),115.15
Male,0,No,Yes,No,No phone service,0,No,Yes,No,No,Yes,No,2,Yes,Bank transfer (automatic),39.95
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Mailed check,19.9
Female,0,No,No,Yes,No,0,Yes,No,Yes,No,No,No,1,No,Credit card (automatic),55.8
Female,0,No,No,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Electronic check,24.45
Female,0,No,No,Yes,No,0,Yes,Yes,Yes,Yes,Yes,Yes,2,No,Bank transfer (automatic),85.85
Female,1,No,No,No,No phone service,0,No,No,No,No,Yes,No,1,Yes,Electronic check,36.45
Male,0,No,No,No,No phone service,0,No,No,Yes,No,Yes,No,1,Yes,Electronic check,39.65
Female,0,No,No,Yes,No,0,No,No,Yes,Yes,Yes,Yes,0,Yes,Bank transfer (automatic),74.45
Female,0,Yes,Yes,No,No phone service,0,Yes,No,No,Yes,Yes,No,0,Yes,Credit card (automatic),46.35
Male,1,No,No,Yes,Yes,0,No,Yes,Yes,No,Yes,Yes,0,Yes,Bank transfer (automatic),79.75
Female,0,No,No,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Mailed check,25.0
Male,0,Yes,Yes,Yes,Yes,2,No,Yes,No,No,No,Yes,1,Yes,Bank transfer (automatic),89.55
Male,1,Yes,No,Yes,No,2,Yes,Yes,Yes,No,No,No,2,Yes,Credit card (automatic),82.95
Male,0,Yes,Yes,Yes,No,2,No,Yes,No,No,No,Yes,1,Yes,Credit card (automatic),83.55
Male,0,Yes,Yes,No,No phone service,0,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Credit card (automatic),65.25
Female,0,No,No,No,No phone service,0,Yes,Yes,No,No,No,Yes,1,Yes,Electronic check,42.6
Male,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Mailed check,19.65
Female,0,No,No,Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes,2,Yes,Electronic check,111.5
Male,1,Yes,No,Yes,Yes,2,Yes,Yes,Yes,No,No,Yes,0,Yes,Credit card (automatic),102.65
Female,0,Yes,Yes,Yes,No,0,No,No,No,No,No,No,1,No,Electronic check,46.3
Male,0,Yes,Yes,Yes,Yes,0,No,Yes,Yes,Yes,Yes,Yes,0,Yes,Bank transfer (automatic),84.2
Female,1,Yes,No,Yes,Yes,2,No,Yes,Yes,No,No,Yes,1,Yes,Electronic check,93.85
Female,0,Yes,Yes,Yes,Yes,0,Yes,No,Yes,Yes,Yes,No,0,No,Mailed check,75.8
Male,1,Yes,No,Yes,Yes,2,Yes,No,Yes,No,Yes,Yes,1,Yes,Electronic check,104.2
Female,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Credit card (automatic),19.1
Male,1,Yes,No,Yes,No,2,No,No,No,No,No,Yes,1,No,Electronic check,78.55
Female,0,Yes,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Bank transfer (automatic),19.25
Female,0,Yes,No,Yes,No,0,Yes,Yes,No,Yes,No,No,0,No,Mailed check,56.8
Female,0,Yes,Yes,Yes,Yes,0,Yes,No,Yes,Yes,No,No,0,No,Bank transfer (automatic),66.85
Female,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Yes,Mailed check,20.7
Male,0,No,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Mailed check,20.6
Female,0,Yes,No,Yes,Yes,2,No,Yes,No,Yes,Yes,Yes,1,Yes,Credit card (automatic),102.7
Male,0,No,No,No,No phone service,0,No,Yes,Yes,No,Yes,Yes,2,Yes,Mailed check,53.95
Female,1,Yes,Yes,Yes,Yes,2,No,No,Yes,No,No,No,1,Yes,Credit card (automatic),78.1
Male,0,No,No,No,No phone service,0,No,No,Yes,No,Yes,Yes,2,Yes,Electronic check,51.35
Female,0,Yes,Yes,Yes,Yes,0,No,No,No,No,No,No,1,No,Electronic check,48.8
Male,0,No,No,Yes,No,2,No,No,No,Yes,Yes,Yes,1,Yes,Credit card (automatic),95.1
Male,1,No,No,Yes,No,2,Yes,No,No,No,Yes,No,1,Yes,Bank transfer (automatic),85.15
Female,1,No,No,Yes,No,2,Yes,Yes,No,Yes,No,Yes,2,Yes,Mailed check,96.75
Male,0,No,No,Yes,Yes,2,No,No,No,No,No,No,1,Yes,Bank transfer (automatic),75.6
Male,0,No,No,Yes,Yes,2,No,No,No,No,No,No,1,Yes,Electronic check,76.95
Female,0,No,No,Yes,No,2,No,No,No,No,Yes,Yes,1,Yes,Mailed check,88.4
Female,0,Yes,Yes,Yes,No,2,No,No,No,No,Yes,No,1,Yes,Electronic check,80.85
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Electronic check,19.0
Female,1,No,No,Yes,Yes,2,Yes,Yes,No,No,No,No,1,Yes,Electronic check,83.4
Female,0,No,No,Yes,No,0,No,No,No,No,No,No,1,Yes,Electronic check,45.4
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Credit card (automatic),19.5
Female,0,Yes,Yes,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Yes,Bank transfer (automatic),24.05
Male,0,Yes,No,Yes,No,2,Yes,No,No,No,No,No,1,Yes,Mailed check,73.55
Female,0,Yes,Yes,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Yes,Bank transfer (automatic),26.25
Male,1,Yes,No,Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes,2,Yes,Electronic check,110.85
Female,0,Yes,Yes,Yes,No,0,Yes,No,No,Yes,Yes,Yes,2,Yes,Credit card (automatic),74.7
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Credit card (automatic),19.65
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,19.65
Male,0,No,No,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,Yes,Electronic check,98.35
Male,0,Yes,Yes,Yes,Yes,0,Yes,No,Yes,No,Yes,No,0,No,Credit card (automatic),68.95
Female,1,No,No,Yes,No,2,No,No,Yes,No,Yes,Yes,1,Yes,Credit card (automatic),94.45
Female,1,No,No,Yes,Yes,2,No,No,No,No,Yes,No,1,Yes,Electronic check,84.75
Male,0,No,No,Yes,Yes,2,No,No,Yes,No,Yes,Yes,2,Yes,Electronic check,96.75
Female,1,Yes,No,Yes,Yes,2,No,Yes,Yes,No,Yes,No,1,Yes,Electronic check,98.1
Male,0,Yes,Yes,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,Mailed check,24.4
Male,0,Yes,Yes,Yes,No,0,Yes,No,No,No,Yes,Yes,1,No,Credit card (automatic),69.7
Male,0,No,No,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,Bank transfer (automatic),25.05
Female,0,No,No,Yes,Yes,2,Yes,No,No,No,No,No,1,Yes,Electronic check,78.95
Male,1,No,No,No,No phone service,0,No,No,Yes,Yes,No,Yes,1,Yes,Electronic check,43.65
Female,0,No,No,Yes,No,2,No,No,No,No,No,Yes,1,Yes,Electronic check,80.6
Female,0,Yes,No,Yes,No,0,No,Yes,No,No,Yes,Yes,1,Yes,Bank transfer (automatic),69.45
Male,0,No,No,Yes,No,2,No,No,No,No,Yes,No,1,Yes,Electronic check,80.6
Male,0,Yes,Yes,No,No phone service,0,No,No,No,Yes,No,No,1,Yes,Bank transfer (automatic),30.35
Female,0,Yes,Yes,No,No phone service,0,No,No,No,Yes,No,No,1,No,Bank transfer (automatic),29.05
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Mailed check,20.1
Female,1,Yes,No,Yes,No,2,No,Yes,No,Yes,Yes,Yes,2,Yes,Credit card (automatic),99.2
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Mailed check,20.15
Female,0,Yes,Yes,Yes,No,0,Yes,Yes,Yes,Yes,No,No,0,No,Mailed check,63.55
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Credit card (automatic),19.55
Female,0,Yes,No,No,No phone service,0,Yes,No,Yes,No,No,No,2,No,Mailed check,35.45
Male,0,No,No,Yes,No,0,No,No,No,Yes,No,No,1,No,Mailed check,50.05
Female,0,No,No,Yes,Yes,0,Yes,No,Yes,No,Yes,Yes,0,No,Mailed check,79.2
Female,1,No,No,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,2,Yes,Bank transfer (automatic),104.75
Male,0,No,No,Yes,Yes,2,Yes,Yes,No,No,No,Yes,1,Yes,Electronic check,93.7
Male,0,No,No,Yes,Yes,0,No,No,Yes,Yes,No,No,1,No,Mailed check,62.05
Female,0,Yes,No,Yes,No,2,No,Yes,Yes,No,Yes,Yes,2,Yes,Electronic check,97.05
Female,0,No,No,Yes,No,0,No,No,No,No,No,No,1,Yes,Electronic check,45.65
Male,0,Yes,Yes,Yes,No,0,No,Yes,No,Yes,No,No,1,Yes,Bank transfer (automatic),54.9
Male,0,Yes,Yes,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Bank transfer (automatic),26.3
Female,1,Yes,Yes,Yes,No,2,No,Yes,Yes,Yes,Yes,No,1,Yes,Credit card (automatic),95.3
Male,0,No,No,Yes,No,0,No,No,No,No,No,No,1,Yes,Bank transfer (automatic),45.0
Female,0,Yes,Yes,Yes,Yes,2,Yes,No,No,No,Yes,Yes,1,Yes,Electronic check,100.25
Male,0,No,No,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Yes,Mailed check,24.6
Female,1,Yes,No,Yes,Yes,2,No,Yes,No,Yes,Yes,Yes,2,Yes,Bank transfer (automatic),105.55
Female,0,No,No,Yes,No,0,No,No,Yes,No,No,Yes,1,Yes,Electronic check,62.1
Male,0,No,Yes,Yes,No,0,No,No,No,No,No,No,1,Yes,Credit card (automatic),45.65
Male,0,Yes,Yes,Yes,No,0,No,No,No,No,Yes,Yes,2,Yes,Electronic check,64.75
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,19.1
Male,0,Yes,No,Yes,No,0,No,No,Yes,No,No,No,1,Yes,Mailed check,50.0
Male,0,Yes,Yes,Yes,No,0,Yes,No,Yes,Yes,No,Yes,0,No,Mailed check,67.85
Male,0,Yes,No,Yes,No,2,Yes,No,No,Yes,No,Yes,1,Yes,Electronic check,89.25
Female,0,No,No,Yes,Yes,2,Yes,Yes,Yes,No,Yes,Yes,1,No,Credit card (automatic),108.25
Female,0,No,No,Yes,No,2,No,Yes,Yes,No,No,Yes,1,Yes,Credit card (automatic),93.2
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Bank transfer (automatic),19.9
Female,0,Yes,Yes,Yes,No,2,No,No,No,No,No,No,0,Yes,Credit card (automatic),69.05
Male,0,Yes,Yes,Yes,No,2,No,No,No,No,No,No,1,Yes,Mailed check,69.55
Female,0,No,No,Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes,1,Yes,Credit card (automatic),109.9
Female,0,Yes,Yes,Yes,No,0,No,Yes,Yes,Yes,Yes,Yes,1,No,Bank transfer (automatic),76.5
Male,0,No,No,Yes,No,2,No,No,No,Yes,Yes,Yes,1,Yes,Bank transfer (automatic),95.9
Female,0,No,No,Yes,Yes,0,Yes,Yes,No,Yes,No,No,2,Yes,Mailed check,64.4
Male,0,Yes,No,No,No phone service,0,No,Yes,No,No,Yes,Yes,0,No,Electronic check,49.35
Female,0,No,No,Yes,Yes,0,Yes,No,No,No,Yes,No,2,No,Bank transfer (automatic),64.65
Male,0,Yes,No,Yes,Yes,2,No,No,Yes,No,Yes,No,1,No,Credit card (automatic),88.65
Male,1,Yes,No,Yes,Yes,2,No,No,No,No,No,Yes,1,No,Electronic check,85.55
Male,0,Yes,Yes,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Mailed check,26.3
Female,0,Yes,Yes,Yes,Yes,2,No,No,Yes,No,No,Yes,1,Yes,Electronic check,87.25
Female,0,No,No,Yes,No,0,Yes,No,Yes,Yes,No,No,1,No,Electronic check,58.95
Female,0,Yes,Yes,Yes,Yes,0,Yes,Yes,No,No,Yes,Yes,2,No,Electronic check,78.4
Male,0,Yes,No,No,No phone service,0,No,No,No,Yes,Yes,No,1,No,Mailed check,40.65
Male,0,No,No,Yes,Yes,2,No,No,No,No,No,Yes,1,Yes,Electronic check,86.8
Male,0,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,No,No,0,Yes,Credit card (automatic),69.15
Male,0,Yes,Yes,Yes,No,0,Yes,Yes,Yes,No,Yes,Yes,0,No,Electronic check,79.2
Male,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Yes,Mailed check,20.8
Male,0,No,Yes,Yes,No,2,No,No,No,No,Yes,No,1,Yes,Credit card (automatic),78.3
Male,1,Yes,No,Yes,No,0,Yes,No,Yes,No,Yes,No,1,No,Bank transfer (automatic),66.4
Male,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Mailed check,19.5
Female,1,Yes,No,Yes,Yes,2,No,No,No,No,Yes,Yes,2,Yes,Credit card (automatic),95.85
Female,0,No,No,Yes,Yes,2,No,Yes,No,No,No,No,2,Yes,Mailed check,80.2
Female,0,No,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Mailed check,19.95
Female,0,No,No,No,No phone service,0,No,No,Yes,Yes,Yes,No,1,Yes,Credit card (automatic),44.45
Female,0,No,No,Yes,No,2,No,No,Yes,Yes,No,No,0,Yes,Electronic check,80.45
Male,1,Yes,No,Yes,Yes,2,Yes,No,No,No,Yes,No,1,No,Electronic check,89.45
Female,0,Yes,Yes,Yes,No,2,No,Yes,Yes,Yes,Yes,Yes,2,Yes,Bank transfer (automatic),103.7
Female,0,No,No,No,No phone service,0,No,Yes,No,No,No,Yes,1,Yes,Credit card (automatic),40.1
Female,1,Yes,No,Yes,Yes,2,No,No,No,No,No,No,1,Yes,Electronic check,74.45
Male,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Mailed check,19.85
Female,0,Yes,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Bank transfer (automatic),19.4
Female,1,Yes,No,Yes,Yes,2,Yes,No,No,No,No,Yes,1,Yes,Electronic check,90.85
Male,0,No,No,Yes,No,2,No,No,Yes,Yes,Yes,Yes,0,No,Bank transfer (automatic),99.45
Female,0,No,No,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,Yes,Credit card (automatic),98.6
Male,1,No,No,Yes,No,2,Yes,No,No,No,No,No,1,No,Electronic check,75.35
Male,1,No,No,Yes,Yes,0,Yes,No,No,No,No,No,1,No,Electronic check,54.55
Female,1,Yes,No,Yes,Yes,2,No,No,Yes,No,No,No,1,No,Mailed check,79.3
Male,0,No,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Credit card (automatic),20.15
